# Particle 0, r = 1.00000 AU, Hd = 1.713804e-03 AU, sigma_dust = 3.330000e-08 g/cm^2
# z[AU]      rho[z][g/cm^2]
  0.00066856  2.46598466e-06
  0.00071809  2.13773876e-06
  0.00076761  1.83437350e-06
  0.00081713  1.55808010e-06
  0.00086665  1.30996795e-06
  0.00091618  1.09018558e-06
  0.00096570  8.98067696e-07
  0.00101522  7.32295881e-07
  0.00106475  5.91061924e-07
  0.00111427  4.72224213e-07
  0.00116379  3.73449941e-07
  0.00121332  2.92338096e-07
  0.00126284  2.26520395e-07
  0.00131236  1.73739305e-07
  0.00136189  1.31903928e-07
  0.00141141  9.91256961e-08
  0.00146093  7.37366917e-08
  0.00151046  5.42937605e-08
  0.00155998  3.95717332e-08
  0.00160950  2.85488815e-08
  0.00165903  2.03874073e-08
  0.00170855  1.44113205e-08
  0.00175807  1.00835726e-08
  0.00180759  6.98383484e-09
  0.00185712  4.78787017e-09
  0.00190664  3.24907432e-09
  0.00195616  2.18245754e-09
  0.00200569  1.45111167e-09
  0.00205521  9.55046997e-10
  0.00210473  6.22182121e-10
  0.00215426  4.01216871e-10
  0.00220378  2.56100085e-10
  0.00225330  1.61811407e-10
  0.00230283  1.01199280e-10
  0.00235235  6.26490637e-11
  0.00240187  3.83902220e-11
  0.00245140  2.32860346e-11

# Particle 364, r = 18.85385 AU, Hd = 4.912370e-04 AU, sigma_dust = 7.669096e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00245619  2.32103719e-11
 -0.00240657  3.82654817e-11
 -0.00235695  6.24454997e-11
 -0.00230733  1.00870456e-10
 -0.00225771  1.61285638e-10
 -0.00220809  2.55267946e-10
 -0.00215847  3.99913208e-10
 -0.00210885  6.20160482e-10
 -0.00205923  9.51943788e-10
 -0.00200961  1.44639661e-09
 -0.00195999  2.17536614e-09
 -0.00191037  3.23851719e-09
 -0.00186075  4.77231307e-09
 -0.00181113  6.96114246e-09
 -0.00176151  1.00508084e-08
 -0.00171189  1.43644942e-08
 -0.00166227  2.03211631e-08
 -0.00161265  2.84561184e-08
 -0.00156303  3.94431539e-08
 -0.00151341  5.41173452e-08
 -0.00146379  7.34971010e-08
 -0.00141417  9.88036096e-08
 -0.00136455  1.31475336e-07
 -0.00131493  1.73174779e-07
 -0.00126531  2.25784368e-07
 -0.00121569  2.91388210e-07
 -0.00116607  3.72236500e-07
 -0.00111645  4.70689827e-07
 -0.00106683  5.89141402e-07
 -0.00101721  7.29916452e-07
 -0.00096759  8.95149629e-07
 -0.00091797  1.08664327e-06
 -0.00086835  1.30571151e-06
 -0.00081873  1.55301747e-06
 -0.00076911  1.82841312e-06
 -0.00071949  2.13079266e-06
 -0.00066987  2.45797200e-06
 -0.00062025  2.80660662e-06
 -0.00057063  3.17215964e-06
 -0.00052101  3.54892974e-06
 -0.00047139  3.93014563e-06
 -0.00042177  4.30812962e-06
 -0.00037215  4.67452789e-06
 -0.00032253  5.02060003e-06
 -0.00027291  5.33755508e-06
 -0.00022329  5.61691679e-06
 -0.00017367  5.85089746e-06
 -0.00012405  6.03275738e-06
 -0.00007443  6.15712695e-06
 -0.00002481  6.22026994e-06
  0.00002481  6.22026994e-06
  0.00007443  6.15712695e-06
  0.00012405  6.03275738e-06
  0.00017367  5.85089746e-06
  0.00022329  5.61691679e-06
  0.00027291  5.33755508e-06
  0.00032253  5.02060003e-06
  0.00037215  4.67452789e-06
  0.00042177  4.30812962e-06
  0.00047139  3.93014563e-06
  0.00052101  3.54892974e-06
  0.00057063  3.17215964e-06
  0.00062025  2.80660662e-06
  0.00066987  2.45797200e-06
  0.00071949  2.13079266e-06
  0.00076911  1.82841312e-06
  0.00081873  1.55301747e-06
  0.00086835  1.30571151e-06
  0.00091797  1.08664327e-06
  0.00096759  8.95149629e-07
  0.00101721  7.29916452e-07
  0.00106683  5.89141402e-07
  0.00111645  4.70689827e-07
  0.00116607  3.72236500e-07
  0.00121569  2.91388210e-07
  0.00126531  2.25784368e-07
  0.00131493  1.73174779e-07
  0.00136455  1.31475336e-07
  0.00141417  9.88036096e-08
  0.00146379  7.34971010e-08
  0.00151341  5.41173452e-08
  0.00156303  3.94431539e-08
  0.00161265  2.84561184e-08
  0.00166227  2.03211631e-08
  0.00171189  1.43644942e-08
  0.00176151  1.00508084e-08
  0.00181113  6.96114246e-09
  0.00186075  4.77231307e-09
  0.00191037  3.23851719e-09
  0.00195999  2.17536614e-09
  0.00200961  1.44639661e-09
  0.00205923  9.51943788e-10
  0.00210885  6.20160482e-10
  0.00215847  3.99913208e-10
  0.00220809  2.55267946e-10
  0.00225771  1.61285638e-10
  0.00230733  1.00870456e-10
  0.00235695  6.24454997e-11
  0.00240657  3.82654817e-11
  0.00245619  2.32103719e-11

# Particle 365, r = 18.90290 AU, Hd = 4.921944e-04 AU, sigma_dust = 7.659140e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00246097  2.31351501e-11
 -0.00241126  3.81414682e-11
 -0.00236154  6.22431219e-11
 -0.00231182  1.00543547e-10
 -0.00226211  1.60762931e-10
 -0.00221239  2.54440655e-10
 -0.00216267  3.98617141e-10
 -0.00211296  6.18150621e-10
 -0.00206324  9.48858661e-10
 -0.00201352  1.44170903e-09
 -0.00196381  2.16831605e-09
 -0.00191409  3.22802158e-09
 -0.00186437  4.75684662e-09
 -0.00181466  6.93858229e-09
 -0.00176494  1.00182350e-08
 -0.00171522  1.43179407e-08
 -0.00166551  2.02553048e-08
 -0.00161579  2.83638958e-08
 -0.00156607  3.93153237e-08
 -0.00151636  5.39419579e-08
 -0.00146664  7.32589064e-08
 -0.00141692  9.84833998e-08
 -0.00136721  1.31049241e-07
 -0.00131749  1.72613542e-07
 -0.00126777  2.25052630e-07
 -0.00121806  2.90443858e-07
 -0.00116834  3.71030129e-07
 -0.00111862  4.69164382e-07
 -0.00106891  5.87232071e-07
 -0.00101919  7.27550886e-07
 -0.00096947  8.92248564e-07
 -0.00091976  1.08312160e-06
 -0.00087004  1.30147986e-06
 -0.00082032  1.54798434e-06
 -0.00077061  1.82248747e-06
 -0.00072089  2.12388704e-06
 -0.00067117  2.45000603e-06
 -0.00062146  2.79751077e-06
 -0.00057174  3.16187908e-06
 -0.00052202  3.53742812e-06
 -0.00047231  3.91740854e-06
 -0.00042259  4.29416752e-06
 -0.00037287  4.65937834e-06
 -0.00032316  5.00432891e-06
 -0.00027344  5.32025675e-06
 -0.00022372  5.59871309e-06
 -0.00017401  5.83193546e-06
 -0.00012429  6.01320599e-06
 -0.00007457  6.13717249e-06
 -0.00002486  6.20011085e-06
  0.00002486  6.20011085e-06
  0.00007457  6.13717249e-06
  0.00012429  6.01320599e-06
  0.00017401  5.83193546e-06
  0.00022372  5.59871309e-06
  0.00027344  5.32025675e-06
  0.00032316  5.00432891e-06
  0.00037287  4.65937834e-06
  0.00042259  4.29416752e-06
  0.00047231  3.91740854e-06
  0.00052202  3.53742812e-06
  0.00057174  3.16187908e-06
  0.00062146  2.79751077e-06
  0.00067117  2.45000603e-06
  0.00072089  2.12388704e-06
  0.00077061  1.82248747e-06
  0.00082032  1.54798434e-06
  0.00087004  1.30147986e-06
  0.00091976  1.08312160e-06
  0.00096947  8.92248564e-07
  0.00101919  7.27550886e-07
  0.00106891  5.87232071e-07
  0.00111862  4.69164382e-07
  0.00116834  3.71030129e-07
  0.00121806  2.90443858e-07
  0.00126777  2.25052630e-07
  0.00131749  1.72613542e-07
  0.00136721  1.31049241e-07
  0.00141692  9.84833998e-08
  0.00146664  7.32589064e-08
  0.00151636  5.39419579e-08
  0.00156607  3.93153237e-08
  0.00161579  2.83638958e-08
  0.00166551  2.02553048e-08
  0.00171522  1.43179407e-08
  0.00176494  1.00182350e-08
  0.00181466  6.93858229e-09
  0.00186437  4.75684662e-09
  0.00191409  3.22802158e-09
  0.00196381  2.16831605e-09
  0.00201352  1.44170903e-09
  0.00206324  9.48858661e-10
  0.00211296  6.18150621e-10
  0.00216267  3.98617141e-10
  0.00221239  2.54440655e-10
  0.00226211  1.60762931e-10
  0.00231182  1.00543547e-10
  0.00236154  6.22431219e-11
  0.00241126  3.81414682e-11
  0.00246097  2.31351501e-11

# Particle 366, r = 18.95195 AU, Hd = 4.931512e-04 AU, sigma_dust = 7.649222e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00246576  2.30603653e-11
 -0.00241594  3.80181752e-11
 -0.00236613  6.20419199e-11
 -0.00231632  1.00218539e-10
 -0.00226650  1.60243262e-10
 -0.00221669  2.53618171e-10
 -0.00216688  3.97328604e-10
 -0.00211706  6.16152438e-10
 -0.00206725  9.45791458e-10
 -0.00201744  1.43704868e-09
 -0.00196762  2.16130693e-09
 -0.00191781  3.21758694e-09
 -0.00186800  4.74147003e-09
 -0.00181818  6.91615319e-09
 -0.00176837  9.98585086e-09
 -0.00171856  1.42716577e-08
 -0.00166874  2.01898292e-08
 -0.00161893  2.82722090e-08
 -0.00156912  3.91882362e-08
 -0.00151930  5.37675895e-08
 -0.00146949  7.30220956e-08
 -0.00141968  9.81650504e-08
 -0.00136986  1.30625622e-07
 -0.00132005  1.72055565e-07
 -0.00127024  2.24325143e-07
 -0.00122042  2.89504993e-07
 -0.00117061  3.69830767e-07
 -0.00112080  4.67647799e-07
 -0.00107098  5.85333833e-07
 -0.00102117  7.25199065e-07
 -0.00097136  8.89364355e-07
 -0.00092155  1.07962039e-06
 -0.00087173  1.29727281e-06
 -0.00082192  1.54298046e-06
 -0.00077211  1.81659625e-06
 -0.00072229  2.11702153e-06
 -0.00067248  2.44208634e-06
 -0.00062267  2.78846777e-06
 -0.00057285  3.15165825e-06
 -0.00052304  3.52599332e-06
 -0.00047323  3.90474544e-06
 -0.00042341  4.28028655e-06
 -0.00037360  4.64431682e-06
 -0.00032379  4.98815233e-06
 -0.00027397  5.30305892e-06
 -0.00022416  5.58061514e-06
 -0.00017435  5.81308362e-06
 -0.00012453  5.99376819e-06
 -0.00007472  6.11733397e-06
 -0.00002491  6.18006888e-06
  0.00002491  6.18006888e-06
  0.00007472  6.11733397e-06
  0.00012453  5.99376819e-06
  0.00017435  5.81308362e-06
  0.00022416  5.58061514e-06
  0.00027397  5.30305892e-06
  0.00032379  4.98815233e-06
  0.00037360  4.64431682e-06
  0.00042341  4.28028655e-06
  0.00047323  3.90474544e-06
  0.00052304  3.52599332e-06
  0.00057285  3.15165825e-06
  0.00062267  2.78846777e-06
  0.00067248  2.44208634e-06
  0.00072229  2.11702153e-06
  0.00077211  1.81659625e-06
  0.00082192  1.54298046e-06
  0.00087173  1.29727281e-06
  0.00092155  1.07962039e-06
  0.00097136  8.89364355e-07
  0.00102117  7.25199065e-07
  0.00107098  5.85333833e-07
  0.00112080  4.67647799e-07
  0.00117061  3.69830767e-07
  0.00122042  2.89504993e-07
  0.00127024  2.24325143e-07
  0.00132005  1.72055565e-07
  0.00136986  1.30625622e-07
  0.00141968  9.81650504e-08
  0.00146949  7.30220956e-08
  0.00151930  5.37675895e-08
  0.00156912  3.91882362e-08
  0.00161893  2.82722090e-08
  0.00166874  2.01898292e-08
  0.00171856  1.42716577e-08
  0.00176837  9.98585086e-09
  0.00181818  6.91615319e-09
  0.00186800  4.74147003e-09
  0.00191781  3.21758694e-09
  0.00196762  2.16130693e-09
  0.00201744  1.43704868e-09
  0.00206725  9.45791458e-10
  0.00211706  6.16152438e-10
  0.00216688  3.97328604e-10
  0.00221669  2.53618171e-10
  0.00226650  1.60243262e-10
  0.00231632  1.00218539e-10
  0.00236613  6.20419199e-11
  0.00241594  3.80181752e-11
  0.00246576  2.30603653e-11

# Particle 367, r = 19.00100 AU, Hd = 4.941074e-04 AU, sigma_dust = 7.639343e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00247054  2.29860137e-11
 -0.00242063  3.78955964e-11
 -0.00237072  6.18418835e-11
 -0.00232081  9.98954126e-11
 -0.00227090  1.59726604e-10
 -0.00222099  2.52800452e-10
 -0.00217108  3.96047531e-10
 -0.00212117  6.14165831e-10
 -0.00207126  9.42742024e-10
 -0.00202135  1.43241532e-09
 -0.00197144  2.15433842e-09
 -0.00192153  3.20721275e-09
 -0.00187162  4.72618251e-09
 -0.00182171  6.89385404e-09
 -0.00177180  9.95365434e-09
 -0.00172189  1.42256429e-08
 -0.00167198  2.01247328e-08
 -0.00162207  2.81810534e-08
 -0.00157216  3.90618849e-08
 -0.00152225  5.35942313e-08
 -0.00147234  7.27866568e-08
 -0.00142243  9.78485453e-08
 -0.00137252  1.30204457e-07
 -0.00132261  1.71500821e-07
 -0.00127270  2.23601871e-07
 -0.00122279  2.88571567e-07
 -0.00117288  3.68638354e-07
 -0.00112297  4.66140003e-07
 -0.00107306  5.83446591e-07
 -0.00102315  7.22860868e-07
 -0.00097324  8.86496854e-07
 -0.00092333  1.07613946e-06
 -0.00087342  1.29309012e-06
 -0.00082351  1.53800556e-06
 -0.00077360  1.81073915e-06
 -0.00072369  2.11019580e-06
 -0.00067378  2.43421253e-06
 -0.00062387  2.77947715e-06
 -0.00057396  3.14149663e-06
 -0.00052405  3.51462476e-06
 -0.00047414  3.89215571e-06
 -0.00042423  4.26648599e-06
 -0.00037432  4.62934255e-06
 -0.00032441  4.97206946e-06
 -0.00027450  5.28596072e-06
 -0.00022459  5.56262205e-06
 -0.00017468  5.79434099e-06
 -0.00012477  5.97444300e-06
 -0.00007486  6.09761038e-06
 -0.00002495  6.16014301e-06
  0.00002495  6.16014301e-06
  0.00007486  6.09761038e-06
  0.00012477  5.97444300e-06
  0.00017468  5.79434099e-06
  0.00022459  5.56262205e-06
  0.00027450  5.28596072e-06
  0.00032441  4.97206946e-06
  0.00037432  4.62934255e-06
  0.00042423  4.26648599e-06
  0.00047414  3.89215571e-06
  0.00052405  3.51462476e-06
  0.00057396  3.14149663e-06
  0.00062387  2.77947715e-06
  0.00067378  2.43421253e-06
  0.00072369  2.11019580e-06
  0.00077360  1.81073915e-06
  0.00082351  1.53800556e-06
  0.00087342  1.29309012e-06
  0.00092333  1.07613946e-06
  0.00097324  8.86496854e-07
  0.00102315  7.22860868e-07
  0.00107306  5.83446591e-07
  0.00112297  4.66140003e-07
  0.00117288  3.68638354e-07
  0.00122279  2.88571567e-07
  0.00127270  2.23601871e-07
  0.00132261  1.71500821e-07
  0.00137252  1.30204457e-07
  0.00142243  9.78485453e-08
  0.00147234  7.27866568e-08
  0.00152225  5.35942313e-08
  0.00157216  3.90618849e-08
  0.00162207  2.81810534e-08
  0.00167198  2.01247328e-08
  0.00172189  1.42256429e-08
  0.00177180  9.95365434e-09
  0.00182171  6.89385404e-09
  0.00187162  4.72618251e-09
  0.00192153  3.20721275e-09
  0.00197144  2.15433842e-09
  0.00202135  1.43241532e-09
  0.00207126  9.42742024e-10
  0.00212117  6.14165831e-10
  0.00217108  3.96047531e-10
  0.00222099  2.52800452e-10
  0.00227090  1.59726604e-10
  0.00232081  9.98954126e-11
  0.00237072  6.18418835e-11
  0.00242063  3.78955964e-11
  0.00247054  2.29860137e-11

# Particle 368, r = 19.05005 AU, Hd = 4.950630e-04 AU, sigma_dust = 7.629502e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00247532  2.29120916e-11
 -0.00242531  3.77737257e-11
 -0.00237530  6.16430025e-11
 -0.00232530  9.95741530e-11
 -0.00227529  1.59212930e-10
 -0.00222528  2.51987456e-10
 -0.00217528  3.94773859e-10
 -0.00212527  6.12190698e-10
 -0.00207526  9.39710204e-10
 -0.00202526  1.42780873e-09
 -0.00197525  2.14741015e-09
 -0.00192525  3.19689848e-09
 -0.00187524  4.71098330e-09
 -0.00182523  6.87168368e-09
 -0.00177523  9.92164379e-09
 -0.00172522  1.41798938e-08
 -0.00167521  2.00600125e-08
 -0.00162521  2.80904242e-08
 -0.00157520  3.89362635e-08
 -0.00152519  5.34218744e-08
 -0.00147519  7.25525778e-08
 -0.00142518  9.75338683e-08
 -0.00137518  1.29785725e-07
 -0.00132517  1.70949281e-07
 -0.00127516  2.22882776e-07
 -0.00122516  2.87643532e-07
 -0.00117515  3.67452828e-07
 -0.00112514  4.64640916e-07
 -0.00107514  5.81570251e-07
 -0.00102513  7.20536176e-07
 -0.00097512  8.83645916e-07
 -0.00092512  1.07267864e-06
 -0.00087511  1.28893159e-06
 -0.00082511  1.53305939e-06
 -0.00077510  1.80491589e-06
 -0.00072509  2.10340950e-06
 -0.00067509  2.42638420e-06
 -0.00062508  2.77053846e-06
 -0.00057507  3.13139370e-06
 -0.00052507  3.50332187e-06
 -0.00047506  3.87963869e-06
 -0.00042505  4.25276514e-06
 -0.00037505  4.61445477e-06
 -0.00032504  4.95607948e-06
 -0.00027504  5.26896129e-06
 -0.00022503  5.54473288e-06
 -0.00017502  5.77570663e-06
 -0.00012502  5.95522943e-06
 -0.00007501  6.07800071e-06
 -0.00002500  6.14033224e-06
  0.00002500  6.14033224e-06
  0.00007501  6.07800071e-06
  0.00012502  5.95522943e-06
  0.00017502  5.77570663e-06
  0.00022503  5.54473288e-06
  0.00027504  5.26896129e-06
  0.00032504  4.95607948e-06
  0.00037505  4.61445477e-06
  0.00042505  4.25276514e-06
  0.00047506  3.87963869e-06
  0.00052507  3.50332187e-06
  0.00057507  3.13139370e-06
  0.00062508  2.77053846e-06
  0.00067509  2.42638420e-06
  0.00072509  2.10340950e-06
  0.00077510  1.80491589e-06
  0.00082511  1.53305939e-06
  0.00087511  1.28893159e-06
  0.00092512  1.07267864e-06
  0.00097512  8.83645916e-07
  0.00102513  7.20536176e-07
  0.00107514  5.81570251e-07
  0.00112514  4.64640916e-07
  0.00117515  3.67452828e-07
  0.00122516  2.87643532e-07
  0.00127516  2.22882776e-07
  0.00132517  1.70949281e-07
  0.00137518  1.29785725e-07
  0.00142518  9.75338683e-08
  0.00147519  7.25525778e-08
  0.00152519  5.34218744e-08
  0.00157520  3.89362635e-08
  0.00162521  2.80904242e-08
  0.00167521  2.00600125e-08
  0.00172522  1.41798938e-08
  0.00177523  9.92164379e-09
  0.00182523  6.87168368e-09
  0.00187524  4.71098330e-09
  0.00192525  3.19689848e-09
  0.00197525  2.14741015e-09
  0.00202526  1.42780873e-09
  0.00207526  9.39710204e-10
  0.00212527  6.12190698e-10
  0.00217528  3.94773859e-10
  0.00222528  2.51987456e-10
  0.00227529  1.59212930e-10
  0.00232530  9.95741530e-11
  0.00237530  6.16430025e-11
  0.00242531  3.77737257e-11
  0.00247532  2.29120916e-11

# Particle 369, r = 19.09910 AU, Hd = 4.960180e-04 AU, sigma_dust = 7.619699e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00248009  2.28385952e-11
 -0.00242999  3.76525568e-11
 -0.00237988  6.14452667e-11
 -0.00232978  9.92547433e-11
 -0.00227968  1.58702213e-10
 -0.00222958  2.51179142e-10
 -0.00217947  3.93507520e-10
 -0.00212937  6.10226940e-10
 -0.00207927  9.36695842e-10
 -0.00202916  1.42322867e-09
 -0.00197906  2.14052178e-09
 -0.00192896  3.18664361e-09
 -0.00187886  4.69587161e-09
 -0.00182875  6.84964099e-09
 -0.00177865  9.88981757e-09
 -0.00172855  1.41344081e-08
 -0.00167844  1.99956649e-08
 -0.00162834  2.80003170e-08
 -0.00157824  3.88113654e-08
 -0.00152814  5.32505101e-08
 -0.00147803  7.23198468e-08
 -0.00142793  9.72210034e-08
 -0.00137783  1.29369404e-07
 -0.00132772  1.70400918e-07
 -0.00127762  2.22167823e-07
 -0.00122752  2.86720842e-07
 -0.00117742  3.66274129e-07
 -0.00112731  4.63150461e-07
 -0.00107721  5.79704715e-07
 -0.00102711  7.18224872e-07
 -0.00097701  8.80811395e-07
 -0.00092690  1.06923775e-06
 -0.00087680  1.28479702e-06
 -0.00082670  1.52814171e-06
 -0.00077659  1.79912616e-06
 -0.00072649  2.09666227e-06
 -0.00067639  2.41860095e-06
 -0.00062629  2.76165125e-06
 -0.00057618  3.12134896e-06
 -0.00052608  3.49208407e-06
 -0.00047598  3.86719376e-06
 -0.00042587  4.23912331e-06
 -0.00037577  4.59965272e-06
 -0.00032567  4.94018159e-06
 -0.00027557  5.25205974e-06
 -0.00022546  5.52694673e-06
 -0.00017536  5.75717957e-06
 -0.00012526  5.93612651e-06
 -0.00007515  6.05850396e-06
 -0.00002505  6.12063555e-06
  0.00002505  6.12063555e-06
  0.00007515  6.05850396e-06
  0.00012526  5.93612651e-06
  0.00017536  5.75717957e-06
  0.00022546  5.52694673e-06
  0.00027557  5.25205974e-06
  0.00032567  4.94018159e-06
  0.00037577  4.59965272e-06
  0.00042587  4.23912331e-06
  0.00047598  3.86719376e-06
  0.00052608  3.49208407e-06
  0.00057618  3.12134896e-06
  0.00062629  2.76165125e-06
  0.00067639  2.41860095e-06
  0.00072649  2.09666227e-06
  0.00077659  1.79912616e-06
  0.00082670  1.52814171e-06
  0.00087680  1.28479702e-06
  0.00092690  1.06923775e-06
  0.00097701  8.80811395e-07
  0.00102711  7.18224872e-07
  0.00107721  5.79704715e-07
  0.00112731  4.63150461e-07
  0.00117742  3.66274129e-07
  0.00122752  2.86720842e-07
  0.00127762  2.22167823e-07
  0.00132772  1.70400918e-07
  0.00137783  1.29369404e-07
  0.00142793  9.72210034e-08
  0.00147803  7.23198468e-08
  0.00152814  5.32505101e-08
  0.00157824  3.88113654e-08
  0.00162834  2.80003170e-08
  0.00167844  1.99956649e-08
  0.00172855  1.41344081e-08
  0.00177865  9.88981757e-09
  0.00182875  6.84964099e-09
  0.00187886  4.69587161e-09
  0.00192896  3.18664361e-09
  0.00197906  2.14052178e-09
  0.00202916  1.42322867e-09
  0.00207927  9.36695842e-10
  0.00212937  6.10226940e-10
  0.00217947  3.93507520e-10
  0.00222958  2.51179142e-10
  0.00227968  1.58702213e-10
  0.00232978  9.92547433e-11
  0.00237988  6.14452667e-11
  0.00242999  3.76525568e-11
  0.00248009  2.28385952e-11

# Particle 370, r = 19.14815 AU, Hd = 4.969724e-04 AU, sigma_dust = 7.609933e-09 g/cm^2
# z[AU]      rho[z][g/cm^2]
 -0.00248486  2.27655207e-11
 -0.00243466  3.75320835e-11
 -0.00238446  6.12486661e-11
 -0.00233426  9.89371673e-11
 -0.00228407  1.58194429e-10
 -0.00223387  2.50375467e-10
 -0.00218367  3.92248451e-10
 -0.00213347  6.08274454e-10
 -0.00208327  9.33698785e-10
 -0.00203307  1.41867490e-09
 -0.00198287  2.13367296e-09
 -0.00193267  3.17644761e-09
 -0.00188247  4.68084667e-09
 -0.00183227  6.82772484e-09
 -0.00178207  9.85817405e-09
 -0.00173187  1.40891836e-08
 -0.00168167  1.99316866e-08
 -0.00163148  2.79107270e-08
 -0.00158128  3.86871844e-08
 -0.00153108  5.30801294e-08
 -0.00148088  7.20884518e-08
 -0.00143068  9.69099345e-08
 -0.00138048  1.28955473e-07
 -0.00133028  1.69855702e-07
 -0.00128008  2.21456973e-07
 -0.00122988  2.85803448e-07
 -0.00117968  3.65102196e-07
 -0.00112948  4.61668562e-07
 -0.00107928  5.77849888e-07
 -0.00102908  7.15926835e-07
 -0.00097889  8.77993145e-07
 -0.00092869  1.06581661e-06
 -0.00087849  1.28068617e-06
 -0.00082829  1.52325226e-06
 -0.00077809  1.79336966e-06
 -0.00072789  2.08995378e-06
 -0.00067769  2.41086238e-06
 -0.00062749  2.75281505e-06
 -0.00057729  3.11136187e-06
 -0.00052709  3.48091077e-06
 -0.00047689  3.85482026e-06
 -0.00042669  4.22555978e-06
 -0.00037649  4.58493564e-06
 -0.00032630  4.92437495e-06
 -0.00027610  5.23525522e-06
 -0.00022590  5.50926268e-06
 -0.00017570  5.73875886e-06
 -0.00012550  5.91713324e-06
 -0.00007530  6.03911914e-06
